Name,Description,Size,Host Key
CB142,Robert Sobukwe Building 1st floor,210,9430-1
MPT,DJ Du Plessie Building,350,9430-5
P115,Physics Building,200,9430-4
FNB150,First National Bank Building,25,9437-1
CB127,Robert Sobukwe Building 1st floor,25,9437-2
FNB33,First National Bank Building,200,8536-1
FNB33,First National Bank Building,200,8536-2
FNB102,First National Bank Building,300,1162-3
FNB33,First National Bank Building,200,1162-2
FNB33,First National Bank Building,200,1162-1
FNB33,First National Bank Building,200,1161-2
FNB33,First National Bank Building,200,1161-1
CB246,Robert Sobukwe Building 2nd floor,30,8537-1
FNB102,First National Bank Building,350,1160-1
FNB102,First National Bank Building,350,1159-1
MPT,DJ Du Plessie Building,370,1163-3
MPT,DJ Du Plessie Building,370,1163-1
MPT,DJ Du Plessie Building,370,1163-2
NCB4,New Commerce Building,250,9181-1
NCB4,New Commerce Building,250,9181-2
NCB4,New Commerce Building,250,9181-3
NCB4,New Commerce Building,250,9183-2
NCB4,New Commerce Building,250,9183-3
NCB4,New Commerce Building,250,9183-1
NCB4,New Commerce Building,250,9185-1
NCB4,New Commerce Building,250,9185-2
NCB4,New Commerce Building,250,9185-3
FNB121,First National Bank Building,25,9186-1
NCB3,New Commerce Building,250,7728-4
FNB103,First National Bank Building,30,#SPLUSA925E1
FNBGA,First National Bank Building,140,1164-2
WSS105,Wits Science Stadium,30,1164-1
MPT,DJ Du Plessie Building,370,1165-2
MPT,DJ Du Plessie Building,370,1165-3
MPT,DJ Du Plessie Building,370,1165-1
FNB101,First National Bank Building,430,1168-1
FNB101,First National Bank Building,430,1168-2
FNB101,First National Bank Building,430,1168-3
FNB159,First National Bank Building,30,1167-1
FNB101,First National Bank Building,430,1169-6
FNB101,First National Bank Building,430,1169-2
FNB101,First National Bank Building,430,1169-1
FNBGA,First National Bank Building,100,#SPLUSA92306
FNB101,First National Bank Building,420,1173-2
FNB101,First National Bank Building,420,1173-3
FNB101,First National Bank Building,420,1173-1
FNB101,First National Bank Building,430,7730-2
FNB101,First National Bank Building,430,7730-1
FNB101,First National Bank Building,430,9363-1
FNB101,First National Bank Building,430,9363-3
FNB101,First National Bank Building,430,9363-2
FNB119,First National Bank Building,25,7731-6
FNB119,First National Bank Building,25,9367-14
FNB150,First National Bank Building,25,9367-13
FNB150,First National Bank Building,25,9367-12
MPB1,DJ Du Plessie Building,30,9358-1
MPB1,DJ Du Plessie Building,30,9358-2
MPT,DJ Du Plessie Building,350,9359-15
FNB151,First National Bank Building,35,9359-13
OGS3,Old Grand Stand Building,30,9359-14
NCB2,New Commerce Building,250,1177-3
NCB2,New Commerce Building,250,1177-1
NCB2,New Commerce Building,250,1177-2
NCB150,New Commerce Building,30,1178-13
NCB150,New Commerce Building,35,9964-1
FNB101,First National Bank Building,430,1179-1
FNB101,First National Bank Building,430,1179-4
FNB101,First National Bank Building,430,1179-2
FNB101,First National Bank Building,430,1179-3
LB55,Law Building,40,1180-1
LB55,Law Building,40,1180-4
LB55,Law Building,40,1180-2
LB55,Law Building,40,1180-3
MPT,DJ Du Plessie Building,370,1185-4
MPT,DJ Du Plessie Building,370,#SPLUSF11145
MPT,DJ Du Plessie Building,370,1185-3
MPT,DJ Du Plessie Building,370,1185-1
MPT,DJ Du Plessie Building,370,1185-5
MPB1,DJ Du Plessie Building,30,9360-11
MPB1,DJ Du Plessie Building,30,9360-12
MPB1,DJ Du Plessie Building,30,9360-10
FNB115,First National Bank Building,30,9360-13
FNB36,First National Bank Building,200,8540-4
FNB33,First National Bank Building,200,8540-1
WSS2,Wits Science Stadium,430,8540-2
WSS2,Wits Science Stadium,435,8540-3
FNB113,First National Bank Building,30,8541-13
WSS112,Wits Science Stadium,30,8541-14
G101,Geo Sciences Building,30,8541-15
LB145,Law Building,30,8541-16
FNB132,First National Bank Building,30,8538-1
FNB149,First National Bank Building,50,8538-3
U5,Umthombo Building,40,8539-1
FNB47,First National Bank Building,200,10941-1
BP003,Bernard Price Building,40,10942-5
CB129,Robert Sobukwe Building 1st floor,40,11255-1
CM4,CoM Building,40,#SPLUSDB00C8
NCB3,New Commerce Building,250,10946-4
NCB3,New Commerce Building,250,10946-1
NCB3,New Commerce Building,250,10946-3
NCB3,New Commerce Building,250,10946-2
FNB157,First National Bank Building,30,10947-4
FNB119,First National Bank Building,30,10947-1
FNB157,First National Bank Building,30,10947-3
WSS102,Wits Science Stadium,30,10947-2
FNB102,First National Bank Building,350,8159-1
FNB102,First National Bank Building,350,8159-2
FNB103,First National Bank Building,30,10962-1
FNB102,First National Bank Building,350,8160-2
FNB102,First National Bank Building,350,8160-1
OGS3,Old Grand Stand Building,30,10963-1
FNB102,First National Bank Building,350,8157-1
FNB113,First National Bank Building,32,10964-1
FNB102,First National Bank Building,350,8158-1
FNB159,First National Bank Building,30,10965-1
FNB102,First National Bank Building,350,8152-1
FNB102,First National Bank Building,350,8152-2
FNB123,First National Bank Building,30,11231-1
FNB102,First National Bank Building,350,8144-1
FNB113,First National Bank Building,32,10959-1
FNB102,First National Bank Building,350,8151-1
FNB153,First National Bank Building,30,10960-1
FNB102,First National Bank Building,350,8150-1
RW4,Richard Ward Building,100,11263-1
RW4,Richard Ward Building,100,11264-1
CB128,Robert Sobukwe Building 1st floor,100,11265-1
RW5,Richard Ward Building,100,11266-1
RW4,Richard Ward Building,100,11262-1
RW4,Richard Ward Building,100,11368-1
RW4,Richard Ward Building,100,11369-1
RW4,Richard Ward Building,100,11370-1
RW5,Richard Ward Building,100,11371-1
RW4,Richard Ward Building,100,11367-1
SHB1,Solomon Mahlangu House B1,90,10927-3
SHB1,Solomon Mahlangu House B1,90,10927-2
SHB2,Solomon Mahlangu House B1,90,10927-1
CB149,Robert Sobukwe Building 1st floor,50,1307-2
SH3118,Solomon Mahlangu House 3rd floor,50,1307-4
SH3118,Solomon Mahlangu House 3rd floor,60,1307-3
SH3120A,Solomon Mahlangu House 3rd floor,30,7976-2
SHBA,Solomon Mahlangu House B1,30,7976-1
CB149,Robert Sobukwe Building 1st floor,30,7976-6
CB253,Robert Sobukwe Building 2nd floor,30,7976-7
SHBC,Solomon Mahlangu House B1,30,7976-5
SHBB,Solomon Mahlangu House B1,30,7976-3
SH2143,Solomon Mahlangu House 2nd floor,50,1308-2
CB253,Robert Sobukwe Building 2nd floor,50,1308-3
SH2143,Solomon Mahlangu House 2nd floor,50,1308-4
SH3104,Solomon Mahlangu House 3rd floor,16,7973-1
SH2143,Solomon Mahlangu House 2nd floor,50,10933-1
SH3118,Solomon Mahlangu House 3rd floor,50,10933-2
CB253,Robert Sobukwe Building 2nd floor,50,10933-3
SH2115,Solomon Mahlangu House 2nd floor,16,10935-3
SH2116,Solomon Mahlangu House 2nd Floor,16,10935-2
SH3120D,Solomon Mahlangu House 3rd floor,16,10935-1
SH2116,Solomon Mahlangu House 2nd Floor,16,10936-2
SH3120D,Solomon Mahlangu House 3rd floor,16,10936-3
SH2115,Solomon Mahlangu House 2nd floor,16,10936-1
CB231,Robert Sobukwe Building 2nd floor,16,7974-3
SH3120A,Solomon Mahlangu House 3rd floor,16,7974-2
SH3104,Solomon Mahlangu House 3rd floor,16,7974-1
CB149,Robert Sobukwe Building 1st floor,60,10924-1
CB149,Robert Sobukwe Building 1st floor,60,10924-2
CB253,Robert Sobukwe Building 2nd floor,60,1310-2
CB230,Robert Sobukwe Building 2nd floor,60,1310-3
OLS9,Oppenheimer Life Sciences,30,7975-6
SHBC,Solomon Mahlangu House B1,30,7975-3
U5,Umthombo Building,30,7975-2
SHBB,Solomon Mahlangu House B1,30,7975-1
U4,Umthombo Building,30,7975-5
CB216A,Robert Sobukwe Building 2nd floor,20,10937-4
SH3105,Solomon Mahlangu House 3rd floor,20,10939-1
CB216A,Robert Sobukwe Building 2nd floor,20,10938-4
SH3105,Solomon Mahlangu House 3rd floor,20,10940-1
SH3120C,Solomon Mahlangu House 3rd floor,20,1313-6
SH3120C,Solomon Mahlangu House 3rd floor,20,1313-4
SH3120C,Solomon Mahlangu House 3rd floor,20,1313-5
U7,Umthombo Building,20,1313-1
SH2114,Solomon Mahlangu House 2nd floor,20,10952-4
CB216A,Robert Sobukwe Building 2nd floor,20,10966-1
SH2114,Solomon Mahlangu House 2nd floor,20,10953-4
CB216A,Robert Sobukwe Building 2nd floor,20,10967-1
SH3120C,Solomon Mahlangu House 3rd floor,20,1314-6
SH3120C,Solomon Mahlangu House 3rd floor,20,1314-5
SH3105,Solomon Mahlangu House 3rd floor,20,1314-1
SH3120C,Solomon Mahlangu House 3rd floor,20,1314-4
CB216A,Robert Sobukwe Building 2nd floor,25,1315-1
CB216A,Robert Sobukwe Building 2nd floor,25,1315-3
OGS3,Old Grand Stand Building,25,1315-2
CB216A,Robert Sobukwe Building 2nd floor,15,7977-1
SH2114,Solomon Mahlangu House 2nd floor,25,1316-4
SH2114,Solomon Mahlangu House 2nd floor,25,1316-1
SHBB,Solomon Mahlangu House B1,25,1316-3
FNB150,First National Bank Building,25,1317-2
CB231,Robert Sobukwe Building 2nd floor,15,1319-2
CB231,Robert Sobukwe Building 2nd floor,15,1319-3
CB231,Robert Sobukwe Building 2nd floor,15,1320-2
CB231,Robert Sobukwe Building 2nd floor,15,1320-3
SH2115,Solomon Mahlangu House 2nd floor,20,1323-4
U6,Umthombo Building,10,1325-2
SH2114,Solomon Mahlangu House 2nd floor,10,1325-1
SH2116,Solomon Mahlangu House 2nd Floor,10,1326-1
SH2115,Solomon Mahlangu House 2nd floor,10,1327-1
SH3103,Solomon Mahlangu House 3rd floor,30,11274-1
SH3120C,Solomon Mahlangu House 3rd floor,10,8120-1
SH2114,Solomon Mahlangu House 2nd floor,15,8855-1
SHB4,Solomon Mahlangu House B1,140,1349-1
SHB2,Solomon Mahlangu House B1,120,1349-2
SH2114,Solomon Mahlangu House 2nd floor,25,1350-9
SH2116,Solomon Mahlangu House 2nd Floor,25,1350-8
SH2115,Solomon Mahlangu House 2nd floor,25,1350-7
SH3118,Solomon Mahlangu House 3rd floor,25,1350-6
CB216A,Robert Sobukwe Building 2nd floor,25,1350-5
CB230,Robert Sobukwe Building 2nd floor,30,1350-4
SHB1,Solomon Mahlangu House B1,120,1351-1
SHB1,Solomon Mahlangu House B1,120,1351-2
SH3124,Solomon Mahlangu House 3rd floor,30,1352-7
SH2115,Solomon Mahlangu House 2nd floor,25,1352-6
SH3104,Solomon Mahlangu House 3rd floor,30,1352-5
SH3120C,Solomon Mahlangu House 3rd floor,20,1352-4
SH3120D,Solomon Mahlangu House 3rd floor,30,1352-3
SH2114,Solomon Mahlangu House 2nd floor,20,1352-2
SH3103,Solomon Mahlangu House 3rd floor,30,1352-1
SH3105,Solomon Mahlangu House 3rd floor,30,1353-2
SH3105,Solomon Mahlangu House 3rd floor,30,1353-1
SH3105,Solomon Mahlangu House 3rd floor,30,1353-3
SH3105,Solomon Mahlangu House 3rd floor,30,1354-1
SH3105,Solomon Mahlangu House 3rd floor,30,1354-2
SH3105,Solomon Mahlangu House 3rd floor,30,1354-3
SH3105,Solomon Mahlangu House 3rd floor,30,1355-1
SH3120A,Solomon Mahlangu House 3rd floor,30,1356-2
SH3120A,Solomon Mahlangu House 3rd floor,25,1356-1
SH3105,Solomon Mahlangu House 3rd floor,30,1357-3
SH3105,Solomon Mahlangu House 3rd floor,30,1357-2
SH3105,Solomon Mahlangu House 3rd floor,30,1358-1
B121,Biology Building,84,1457-2
B121,Biology Building,40,1457-3
B121,Biology Building,40,1457-4
B14,Biology Building,40,1462-3
B14,Biology Building,40,1462-4
B14,Biology Building,40,1462-2
B14,Biology Building,40,1463-4
B14,Biology Building,40,1463-2
B14,Biology Building,40,1463-3
SH6,Solomon Mahlangu House Ground floor,356,1509-1
SH6,Solomon Mahlangu House Ground floor,356,1509-4
SH6,Solomon Mahlangu House Ground floor,356,1509-2
SH6,Solomon Mahlangu House Ground floor,356,1509-3
SH3104,Solomon Mahlangu House 3rd floor,30,7905-21
SHBC,Solomon Mahlangu House B1,30,7905-7
SH3120D,Solomon Mahlangu House 3rd floor,30,7905-6
SHBB,Solomon Mahlangu House B1,30,7905-5
SH3124,Solomon Mahlangu House 3rd floor,30,7905-4
SH3105,Solomon Mahlangu House 3rd floor,30,7905-3
SHBA,Solomon Mahlangu House B1,30,7905-2
SH3103,Solomon Mahlangu House 3rd floor,30,7905-1
SHBB,Solomon Mahlangu House B1,30,7905-20
SHBC,Solomon Mahlangu House B1,30,7905-19
SH3120D,Solomon Mahlangu House 3rd floor,30,7905-18
SH3124,Solomon Mahlangu House 3rd floor,30,7905-17
SH3103,Solomon Mahlangu House 3rd floor,30,7905-22
SH3104,Solomon Mahlangu House 3rd floor,30,7905-15
SH3105,Solomon Mahlangu House 3rd floor,30,7905-14
SHBB,Solomon Mahlangu House B1,30,7905-13
SH2114,Solomon Mahlangu House 2nd floor,25,7905-12
SHBC,Solomon Mahlangu House B1,30,7905-11
SH3120D,Solomon Mahlangu House 3rd floor,30,7905-10
SH3124,Solomon Mahlangu House 3rd floor,30,7905-9
SH6,Solomon Mahlangu House Ground floor,290,1510-2
SH6,Solomon Mahlangu House Ground floor,356,1510-1
SH6,Solomon Mahlangu House Ground floor,356,1510-3
SH6,Solomon Mahlangu House Ground floor,356,1510-4
SH2115,Solomon Mahlangu House 2nd floor,25,7904-17
SHBB,Solomon Mahlangu House B1,25,7904-16
SHBC,Solomon Mahlangu House B1,25,7904-15
SH3104,Solomon Mahlangu House 3rd floor,25,7904-14
SH3105,Solomon Mahlangu House 3rd floor,25,7904-13
SH3120A,Solomon Mahlangu House 3rd floor,25,7904-12
SH3120D,Solomon Mahlangu House 3rd floor,25,7904-11
SH3124,Solomon Mahlangu House 3rd floor,25,7904-1
SH3124,Solomon Mahlangu House 3rd floor,25,7904-27
SHBB,Solomon Mahlangu House B1,25,7904-26
SH3120D,Solomon Mahlangu House 3rd floor,25,7904-25
SHBC,Solomon Mahlangu House B1,25,7904-28
SH3104,Solomon Mahlangu House 3rd floor,25,7904-24
SH3105,Solomon Mahlangu House 3rd floor,25,7904-23
SH2116,Solomon Mahlangu House 2nd Floor,25,7904-22
SH3120D,Solomon Mahlangu House 3rd floor,25,7904-21
SH3120A,Solomon Mahlangu House 3rd floor,25,7904-20
SHBC,Solomon Mahlangu House B1,25,7904-19
SH2115,Solomon Mahlangu House 2nd floor,25,7904-18
SH3124,Solomon Mahlangu House 3rd floor,25,7904-29
U1,Umthombo Building,274,11323-1
CB227,Robert Sobukwe Building 2nd floor,50,11324-1
U1,Umthombo Building,274,10670-1
CB227,Robert Sobukwe Building 2nd floor,50,11193-1
CB215,Robert Sobukwe Building 2nd floor,130,10012-1
CB15,Robert Sobukwe Building Ground floor,130,11190-1
CB15,Robert Sobukwe Building Ground floor,130,10011-1
CB15,Robert Sobukwe Building Ground floor,130,10011-2
CB15,Robert Sobukwe Building Ground floor,130,10015-1
CB15,Robert Sobukwe Building Ground floor,130,10015-2
CB15,Robert Sobukwe Building Ground floor,130,11191-1
CB15,Robert Sobukwe Building Ground floor,130,11192-1
WSS5,Wits Science Stadium,250,1538-12
C9,Humphrey Raikes Building,200,1538-11
OLS4,Oppenheimer Life Sciences,250,1538-10
OLS1,Oppenheimer Life Sciences,250,1538-13
OLS1,Oppenheimer Life Sciences,250,1538-3
OGS4,Old Grand Stand Building,100,10980-1
OLS1,Oppenheimer Life Sciences,240,8224-3
OLS5,Oppenheimer Life Sciences,70,8224-10
U10,Umthombo Building,240,8224-6
OLS4,Oppenheimer Life Sciences,240,8224-9
OLS4,Oppenheimer Life Sciences,240,8224-7
OLS4,Oppenheimer Life Sciences,250,8223-1
OLS5,Oppenheimer Life Sciences,72,8223-6
OLS4,Oppenheimer Life Sciences,250,8223-5
OLS4,Oppenheimer Life Sciences,250,8223-2
NCB4,New Commerce Building,250,8223-3
OLS4,Oppenheimer Life Sciences,250,8223-4
B121,Biology Building,80,7856-3
B121,Biology Building,80,7856-4
B121,Biology Building,80,7856-2
B121,Biology Building,80,7856-1
B121,Biology Building,80,10473-2
B121,Biology Building,80,10473-3
B121,Biology Building,80,10473-1
B121,Biology Building,80,10473-4
B121,Biology Building,80,1545-2
B121,Biology Building,80,1545-3
B121,Biology Building,80,1545-1
B121,Biology Building,80,1545-4
B121,Biology Building,80,10904-3
B121,Biology Building,80,10904-4
B121,Biology Building,80,10904-2
B121,Biology Building,80,10904-1
B111,Biology Building,110,10899-1
B111,Biology Building,110,10899-2
B111,Biology Building,110,10899-3
B111,Biology Building,110,10899-4
CB117,Robert Sobukwe Building 1st floor,120,10900-2
B111,Biology Building,110,10900-3
B111,Biology Building,110,10900-1
B111,Biology Building,110,10900-4
B111,Biology Building,110,10901-1
B111,Biology Building,110,10901-2
B111,Biology Building,110,10901-3
B111,Biology Building,110,10901-4
OLS2,Oppenheimer Life Sciences,110,10903-3
B111,Biology Building,110,10903-4
B111,Biology Building,110,10903-2
B111,Biology Building,110,10903-1
B111,Biology Building,100,1564-2
B111,Biology Building,100,1564-1
B111,Biology Building,100,1564-3
B111,Biology Building,100,1564-4
B121,Biology Building,80,7854-1
B121,Biology Building,80,7854-4
B121,Biology Building,80,7854-2
B121,Biology Building,80,7854-3
B111,Biology Building,110,7853-4
B111,Biology Building,110,7853-3
B111,Biology Building,150,7853-1
B111,Biology Building,150,7853-2
B121,Biology Building,80,7855-4
B121,Biology Building,80,7855-3
B121,Biology Building,80,7855-1
B121,Biology Building,80,7855-2
B121,Biology Building,80,1569-4
B121,Biology Building,80,1569-1
B121,Biology Building,80,1569-2
B121,Biology Building,80,1573-4
B121,Biology Building,80,1573-3
B121,Biology Building,80,1573-1
B111,Biology Building,110,8719-1
B111,Biology Building,110,8719-4
B111,Biology Building,110,8719-2
B111,Biology Building,110,8719-3
B121,Biology Building,80,10909-1
B121,Biology Building,80,#SPLUS6F3F24
B121,Biology Building,80,10909-2
B121,Biology Building,80,10909-3
B111,Biology Building,110,10912-1
B111,Biology Building,110,10912-4
B111,Biology Building,110,10912-2
B111,Biology Building,110,10912-3
OGS1,Old Grand Stand Building,120,9899-1
FNB36,First National Bank Building,120,9900-1
FNB35,First National Bank Building,120,9901-1
WSS4,Wits Science Stadium,310,1617-2
WSS4,Wits Science Stadium,310,1617-4
WSS4,Wits Science Stadium,310,1617-3
WSS4,Wits Science Stadium,310,1617-1
WSS4,Wits Science Stadium,310,1621-1
WSS4,Wits Science Stadium,310,1621-4
WSS4,Wits Science Stadium,310,1621-3
WSS4,Wits Science Stadium,310,1621-2
WSS4,Wits Science Stadium,310,1620-1
WSS4,Wits Science Stadium,310,1620-2
WSS4,Wits Science Stadium,310,1620-5
WSS4,Wits Science Stadium,310,1620-4
WSS4,Wits Science Stadium,310,1619-2
WSS4,Wits Science Stadium,310,1619-3
WSS4,Wits Science Stadium,310,1619-1
WSS4,Wits Science Stadium,310,1619-4
WSS4,Wits Science Stadium,310,1618-4
WSS4,Wits Science Stadium,310,1618-1
WSS4,Wits Science Stadium,310,1618-2
WSS4,Wits Science Stadium,310,1618-3
"WSS2,WSS5","Wits Science Stadium,Wits Science Stadium",300,1623-4
WSS203,Wits Science Stadium,30,1624-19
WSS121,Wits Science Stadium,30,1624-18
WSS114,Wits Science Stadium,30,1624-17
WSS122,Wits Science Stadium,30,1624-16
WSS113,Wits Science Stadium,30,1624-15
WSS206,Wits Science Stadium,30,1624-14
WSS112,Wits Science Stadium,30,1624-13
WSS102,Wits Science Stadium,30,1624-12
WSS202,Wits Science Stadium,30,1624-11
WSS204,Wits Science Stadium,30,1624-10
WSS5,Wits Science Stadium,300,#SPLUS3D735E
FNB5,First National Bank Building,200,10640-2
FNB5,First National Bank Building,200,10640-1
FNB36,First National Bank Building,200,10919-1
DJ EXAM HALL,DJ EXAM HALL,70,8647-3
RW5,Richard Ward Building,70,8647-2
RW5,Richard Ward Building,70,8647-1
CB149,Robert Sobukwe Building 1st floor,60,#SPLUSCE16A5
FNB36,First National Bank Building,200,1630-2
WSS1,Wits Science Stadium,200,1630-5
FNB36,First National Bank Building,200,1630-3
CBEH,Robert Sobukwe Building 2nd floor,200,1630-4
OGS4,Old Grand Stand Building,100,1634-2
OGS4,Old Grand Stand Building,100,1634-1
OGS4,Old Grand Stand Building,100,1634-3
WSS204,Wits Science Stadium,30,7732-6
WSS206,Wits Science Stadium,30,7732-5
WSS122,Wits Science Stadium,30,7732-4
OLS9,Oppenheimer Life Sciences,30,7732-3
OLS7,Oppenheimer Life Sciences,30,7732-2
A2,John Moffat Building,50,1635-2
A2,John Moffat Building,50,1635-1
B121,Biology Building,50,10200-1
CM2,CoM Building,120,9879-1
CM2,CoM Building,128,1655-3
CM2,CoM Building,128,1655-2
CM1,CoM Building,120,8684-1
CLM102,CLM Building,100,9880-1
CM1,CoM Building,120,1656-3
CM1,CoM Building,120,1656-2
CM2,CoM Building,120,8685-1
CM1,CoM Building,120,9881-1
CM1,CoM Building,120,1657-2
CM1,CoM Building,120,1657-1
CM2,CoM Building,120,8686-1
CB15,Robert Sobukwe Building Ground floor,130,1687-1
CB15,Robert Sobukwe Building Ground floor,130,1687-2
LB143,Law Building,100,7681-1
CB117,Robert Sobukwe Building 1st floor,130,1691-1
H208,Hillman Building,90,1699-2
A3,John Moffat Building,40,9818-1
WB2,Wartenweiler Library Basement,110,1701-2
A2,John Moffat Building,80,1701-1
CB215,Robert Sobukwe Building 2nd floor,130,1703-1
GHLG2,Gate House Building,80,1705-1
A2,John Moffat Building,77,1706-1
A2,John Moffat Building,77,9823-1
A3,John Moffat Building,40,1710-3
A3,John Moffat Building,40,9522-2
A3,John Moffat Building,40,9522-3
A2,John Moffat Building,40,9522-1
GH403,Gate House Building,80,9523-1
GH403,Gate House Building,77,9822-1
A2,John Moffat Building,80,1716-2
U3,Umthombo Building,150,9746-1
A2,John Moffat Building,80,1726-1
A2,John Moffat Building,80,1726-2
A2,John Moffat Building,40,9826-1
A3,John Moffat Building,30,9827-1
WSS2,Wits Science Stadium,400,1863-4
WSS2,Wits Science Stadium,400,1863-5
WSS2,Wits Science Stadium,400,1863-3
WSS2,Wits Science Stadium,400,1863-2
WSS2,Wits Science Stadium,400,1864-2
OLS1,Oppenheimer Life Sciences,300,1864-3
OLS1,Oppenheimer Life Sciences,300,1864-1
WSS2,Wits Science Stadium,400,1864-4
WSS201,Wits Science Stadium,35,10715-2
WSS207,Wits Science Stadium,35,10715-3
OLS8,Oppenheimer Life Sciences,35,10715-1
WSS207,Wits Science Stadium,35,10716-1
WSS202,Wits Science Stadium,35,#SPLUSE62E57
WSS201,Wits Science Stadium,35,10714-3
WSS207,Wits Science Stadium,35,#SPLUSE62E77
WSS201,Wits Science Stadium,35,10714-2
WSS207,Wits Science Stadium,35,10714-1
WSS207,Wits Science Stadium,35,10713-2
WSS205,Wits Science Stadium,35,10713-4
OLS8,Oppenheimer Life Sciences,35,10713-3
WSS201,Wits Science Stadium,35,10713-1
WSS205,Wits Science Stadium,35,10713-6
WSS201,Wits Science Stadium,35,10713-5
WSS207,Wits Science Stadium,35,10717-1
WSS1,Wits Science Stadium,200,1865-5
OLS4,Oppenheimer Life Sciences,200,1865-4
C312,Humphrey Raikes Building,100,1865-2
OLS4,Oppenheimer Life Sciences,200,1865-3
A1,John Moffat Building,200,1872-2
SHWWDH,Solomon Mahlangu House B1,200,9861-1
A1,John Moffat Building,200,1873-3
A1,John Moffat Building,200,1873-2
A1,John Moffat Building,210,1874-1
A1,John Moffat Building,210,1874-3
A1,John Moffat Building,200,1875-1
CB227,Robert Sobukwe Building 2nd floor,35,9862-2
CB129,Robert Sobukwe Building 1st floor,35,9862-1
U5,Umthombo Building,35,9862-18
SH3120A,Solomon Mahlangu House 3rd floor,35,9862-17
CB149,Robert Sobukwe Building 1st floor,35,9862-16
U4,Umthombo Building,35,9862-15
CB246,Robert Sobukwe Building 2nd floor,30,9862-3
A1,John Moffat Building,200,1876-2
A1,John Moffat Building,200,1876-1
SHWWDH,Solomon Mahlangu House B1,200,10913-1
WB2,Wartenweiler Library Basement,80,7697-1
WB2,Wartenweiler Library Basement,80,7697-2
OLS3,Oppenheimer Life Sciences,150,1877-6
U3,Umthombo Building,150,1878-1
U2,Umthombo Building,150,1878-2
SHB4,Solomon Mahlangu House B1,120,1878-3
SHWWDH,Solomon Mahlangu House B1,150,1879-2
SHWWDH,Solomon Mahlangu House B1,150,1879-1
FNB35,First National Bank Building,150,1880-1
FNB35,First National Bank Building,150,1880-2
A1,John Moffat Building,200,1882-1
A1,John Moffat Building,200,1882-2
GH600,Gate House Building,50,#SPLUS06FD5C
A2,John Moffat Building,50,8572-2
GH600,Gate House Building,50,8571-2
GH600,Gate House Building,60,8571-1
P216,Physics Building,60,8571-3
GH600,Gate House Building,60,8570-2
GH600,Gate House Building,60,8570-1
LB143,Law Building,50,8569-2
"OGS4,SHB4","Solomon Mahlangu House B1,Old Grand Stand Building",50,8569-1
LB144,Law Building,60,8568-2
BP016,Bernard Price Building,60,8568-1
A1,John Moffat Building,160,8444-1
SHWWDH,Solomon Mahlangu House B1,150,7923-3
SHWWDH,Solomon Mahlangu House B1,150,7923-2
U2,Umthombo Building,150,7924-1
SHB4,Solomon Mahlangu House B1,100,7924-2
U2,Umthombo Building,150,7925-2
U2,Umthombo Building,150,7925-1
U11,Umthombo Building,60,7926-1
U11,Umthombo Building,60,7926-2
P114,Physics Building,150,7927-1
U3,Umthombo Building,150,7929-4
P114,Physics Building,150,7929-3
CB241,Robert Sobukwe Building 2nd floor,150,7929-1
OLS3,Oppenheimer Life Sciences,150,9530-1
OLS3,Oppenheimer Life Sciences,150,9530-2
U4,Umthombo Building,40,9380-1
U4,Umthombo Building,50,9380-2
OLS5,Oppenheimer Life Sciences,50,9378-4
U4,Umthombo Building,50,9378-2
U5,Umthombo Building,50,9378-3
B14,Biology Building,40,9749-1
P216,Physics Building,40,9749-2
U4,Umthombo Building,50,9379-1
U4,Umthombo Building,50,9379-2
GH301,Gate House Building,50,9379-3
A3,John Moffat Building,40,10152-1
A3,John Moffat Building,40,10143-1
A3,John Moffat Building,40,10143-2
A3,John Moffat Building,40,10145-2
A3,John Moffat Building,40,10142-1
A3,John Moffat Building,40,10142-2
A3,John Moffat Building,40,10113-2
A3,John Moffat Building,40,10113-1
U4,Umthombo Building,40,10116-2
U4,Umthombo Building,40,10116-1
A3,John Moffat Building,40,10115-1
A2,John Moffat Building,40,10115-2
OLS3,Oppenheimer Life Sciences,40,10361-1
NCB3,New Commerce Building,180,2432-1
NCB2,New Commerce Building,180,2432-2
"LB144,NCB151","New Commerce Building,Law Building",35,2433-1
"LB144,OGS1","Old Grand Stand Building,Law Building",35,2433-2
OGS2,Old Grand Stand Building,30,11293-1
WSS205,Wits Science Stadium,30,11294-1
WSS5,Wits Science Stadium,280,2435-3
FNB36,First National Bank Building,200,2435-2
WSS5,Wits Science Stadium,280,2435-1
FNB5,First National Bank Building,165,10971-4
NCB2,New Commerce Building,165,10971-2
FNB36,First National Bank Building,165,10971-1
NCB4,New Commerce Building,165,10971-3
FNB45,First National Bank Building,200,2439-1
FNB45,First National Bank Building,200,2439-2
FNB157,First National Bank Building,30,11295-1
FNB47,First National Bank Building,200,2441-1
FNB47,First National Bank Building,200,2441-2
FNB157,First National Bank Building,30,11296-1
NCB3,New Commerce Building,150,2443-1
FNB37,First National Bank Building,150,2443-2
LB144,Law Building,100,2444-1
LB144,Law Building,100,2444-2
CLM25,CLM Building,30,7636-2
CLM24,CLM Building,30,7637-1
FNB47,First National Bank Building,200,2446-3
FNB47,First National Bank Building,200,2446-1
FNB47,First National Bank Building,200,2446-2
LB144,Law Building,100,10248-3
LB144,Law Building,100,10248-2
LB144,Law Building,100,10248-1
NCB2,New Commerce Building,200,10246-2
FNB45,First National Bank Building,200,10246-3
