Name,Description,Size,Host Key
CLM25,CLM Building,25,#SPLUSB63DC3
WSS113,Wits Science Stadium,25,#SPLUSB63DC5
WSS204,Wits Science Stadium,25,#SPLUSB63DC7
WSS112,Wits Science Stadium,25,#SPLUSB63DC9
CLM24,CLM Building,30,#SPLUSA922A9
FNB159,First National Bank Building,30,#SPLUSA922AB
FNB161,First National Bank Building,30,#SPLUSA922AD
FNB125,First National Bank Building,30,#SPLUSA922AF
CLM25,CLM Building,30,#SPLUSA922B1
WSS206,Wits Science Stadium,30,#SPLUSA922B3
WSS122,Wits Science Stadium,30,#SPLUSA922B5
WSS121,Wits Science Stadium,30,#SPLUSA922B7
WSS114,Wits Science Stadium,30,#SPLUSA922B9
WSS113,Wits Science Stadium,30,#SPLUSA922BB
WSS112,Wits Science Stadium,30,#SPLUSA922BD
WSS204,Wits Science Stadium,30,#SPLUSA922BF
CLM26,CLM Building,30,#SPLUSA922C1
NCB1,New Commerce Building,350,#SPLUS96743A
WSS112,Wits Science Stadium,30,#SPLUSB63DA8
WSS113,Wits Science Stadium,30,#SPLUSB63DAA
OGS3,Old Grand Stand Building,30,#SPLUSB63DAC
OGS2,Old Grand Stand Building,30,#SPLUSB63DAE
CLM26,CLM Building,30,#SPLUSB63DB0
CLM25,CLM Building,30,#SPLUSB63DB2
CLM24,CLM Building,30,#SPLUSA922D9
WSS122,Wits Science Stadium,30,#SPLUSA922DC
WSS121,Wits Science Stadium,30,#SPLUSA922DE
WSS114,Wits Science Stadium,30,#SPLUSA922E0
WSS113,Wits Science Stadium,30,#SPLUSA922E2
CLM25,CLM Building,30,#SPLUSA922E4
MPB1,DJ Du Plessie Building,30,#SPLUSA922E6
MPB2,DJ Du Plessie Building,30,#SPLUSA922E8
OGS2,Old Grand Stand Building,30,#SPLUSA922EA
MPB4,DJ Du Plessie Building,30,#SPLUSA922EC
OGS3,Old Grand Stand Building,30,#SPLUSA922EE
WSS204,Wits Science Stadium,30,#SPLUSA922F0
WSS206,Wits Science Stadium,30,#SPLUSA922F2
CLM26,CLM Building,30,#SPLUSA922F4
NCB3,New Commerce Building,200,#SPLUSC5FEF0
NCB3,New Commerce Building,200,#SPLUSC5FF00
MPB1,DJ Du Plessie Building,30,#SPLUSC5FF14
WSS113,Wits Science Stadium,30,#SPLUSC5FF16
MPB2,DJ Du Plessie Building,30,#SPLUSC5FF18
MPB4,DJ Du Plessie Building,30,#SPLUSC5FF1A
CLM24,CLM Building,30,#SPLUSC5FF1C
WSS204,Wits Science Stadium,30,#SPLUSC5FF1E
CLM26,CLM Building,30,#SPLUSC5FF20
WSS114,Wits Science Stadium,30,#SPLUSC5FF22
CLM25,CLM Building,30,#SPLUSC5FF24
WSS206,Wits Science Stadium,30,#SPLUSC5FF26
WSS122,Wits Science Stadium,30,#SPLUSC5FF28
WSS121,Wits Science Stadium,30,#SPLUSC5FF2A
WSS112,Wits Science Stadium,30,#SPLUSC5FF2F
MPB1,DJ Du Plessie Building,30,#SPLUSB63D7E
FNB151,First National Bank Building,30,#SPLUSB63D80
FNB132,First National Bank Building,30,#SPLUSB63D82
MPB2,DJ Du Plessie Building,30,#SPLUSB63D84
MPB4,DJ Du Plessie Building,30,#SPLUSB63D86
CLM26,CLM Building,30,#SPLUSB63D88
OGS2,Old Grand Stand Building,30,#SPLUSB63D8A
FNB103,First National Bank Building,30,#SPLUSB63D8C
CLM25,CLM Building,30,#SPLUSB63D8E
OGS1,Old Grand Stand Building,100,#SPLUS182D86
OGS4,Old Grand Stand Building,100,#SPLUS182D8C
A3,John Moffat Building,40,#SPLUSCCB66D
FNB113,First National Bank Building,60,#SPLUS274B64
FNB113,First National Bank Building,60,#SPLUS274B67
NCB151,New Commerce Building,60,#SPLUS274B6B
NCB151,New Commerce Building,40,#SPLUS274B62
FNB151,First National Bank Building,40,#SPLUS274B69
CLM102,CLM Building,60,#SPLUS274B5D
FNB148,First National Bank Building,60,#SPLUS274B5B
NCB151,New Commerce Building,60,#SPLUS274B6D
NCB150,New Commerce Building,40,#SPLUS274B6F
LB146,Law Building,40,#SPLUS274B8A
NCB150,New Commerce Building,40,#SPLUS274B71
OLS1,Oppenheimer Life Sciences,300,#SPLUSB63DA2
NCB1,New Commerce Building,300,#SPLUSB63DA4
WSS206,Wits Science Stadium,25,#SPLUS097024
WSS122,Wits Science Stadium,30,#SPLUS097026
WSS121,Wits Science Stadium,30,#SPLUS097028
WSS113,Wits Science Stadium,30,#SPLUS09702A
WSS114,Wits Science Stadium,30,#SPLUS09702C
WSS203,Wits Science Stadium,30,#SPLUS097034
WSS202,Wits Science Stadium,30,#SPLUS097037
CM5,CoM Building,30,#SPLUS097039
CM4,CoM Building,30,#SPLUS09703B
WSS102,Wits Science Stadium,30,#SPLUS09703D
FNB131,First National Bank Building,20,#SPLUS09703F
FNBBA,First National Bank Building,40,#SPLUS739091
LB144,Law Building,40,#SPLUS739094
CM4,CoM Building,35,#SPLUSBE32C1
CM1,CoM Building,70,#SPLUS5291C8
FNB131,First National Bank Building,15,#SPLUSC67CB5
FNB150,First National Bank Building,15,#SPLUSC67CB7
SHB1,Solomon Mahlangu House B1,100,#SPLUSDD2AF2
SHBC,Solomon Mahlangu House B1,30,#SPLUSDD2B20
SHBB,Solomon Mahlangu House B1,30,#SPLUSDD2B22
SH3124,Solomon Mahlangu House 3rd floor,30,#SPLUSDD2B44
SHBC,Solomon Mahlangu House B1,30,#SPLUSDD2B30
SHBB,Solomon Mahlangu House B1,30,#SPLUSDD2B32
SH3124,Solomon Mahlangu House 3rd floor,30,#SPLUSDD2B46
WSS113,Wits Science Stadium,30,#SPLUSDD2B5E
WSS203,Wits Science Stadium,30,#SPLUSDD2B60
WSS112,Wits Science Stadium,30,#SPLUSDD2B62
FNB115,First National Bank Building,30,#SPLUSDD2B58
FNB153,First National Bank Building,30,#SPLUSDD2B5A
FNB157,First National Bank Building,30,#SPLUSDD2B5C
CB117,Robert Sobukwe Building 1st floor,100,#SPLUSDD2AF8
CB117,Robert Sobukwe Building 1st floor,100,#SPLUSDD2AF4
U3,Umthombo Building,100,#SPLUSDD2AF6
SH3103,Solomon Mahlangu House 3rd floor,30,#SPLUS7ACB7C
FNB125,First National Bank Building,30,#SPLUSDD2B64
FNB123,First National Bank Building,30,#SPLUSDD2B66
FNB119,First National Bank Building,30,#SPLUSDD2B68
FNB121,First National Bank Building,30,#SPLUSDD2B6A
SH3120D,Solomon Mahlangu House 3rd floor,30,#SPLUSDD2B4A
SH3104,Solomon Mahlangu House 3rd floor,30,#SPLUSDD2B4C
SH3103,Solomon Mahlangu House 3rd floor,30,#SPLUSDD2B4E
SH3120D,Solomon Mahlangu House 3rd floor,30,#SPLUSDD2B52
CB223,Robert Sobukwe Building 2nd floor,30,#SPLUSDD2B54
CB226,Robert Sobukwe Building 2nd floor,30,#SPLUSDD2B56
SHB5,Solomon Mahlangu House B1,140,#SPLUS5E6CB4
CB230,Robert Sobukwe Building 2nd floor,50,#SPLUSC11D10
BP016,Bernard Price Building,60,#SPLUS930099
GLT,Geo Sciences Building,150,#SPLUS41DF57
GLT,Geo Sciences Building,150,#SPLUS41DF54
G202,Geo Sciences Building,30,#SPLUS41DF7B
G202,Geo Sciences Building,30,#SPLUS41DF79
G202,Geo Sciences Building,25,#SPLUS41DF7F
G202,Geo Sciences Building,25,#SPLUS41DF7D
G202,Geo Sciences Building,25,#SPLUS41DF83
G202,Geo Sciences Building,25,#SPLUS41DF81
G101,Geo Sciences Building,70,#SPLUS6F7D1B
G101,Geo Sciences Building,70,#SPLUS6F7CF5
G101,Geo Sciences Building,70,#SPLUS6F7CF7
G201,Geo Sciences Building,70,#SPLUS6F7D1E
G101,Geo Sciences Building,100,#SPLUS00A6BD
G101,Geo Sciences Building,100,#SPLUS00A6BF
G101,Geo Sciences Building,100,#SPLUS00A6B9
GLT,Geo Sciences Building,100,#SPLUS00A6C1
G101,Geo Sciences Building,25,#SPLUS41DF85
OLS6,Oppenheimer Life Sciences,25,#SPLUS41DF8B
U4,Umthombo Building,25,#SPLUS41DF87
U4,Umthombo Building,25,#SPLUS41DF89
SH3105,Solomon Mahlangu House 3rd floor,30,#SPLUSB63E11
SH3104,Solomon Mahlangu House 3rd floor,30,#SPLUSB63E13
SH3120A,Solomon Mahlangu House 3rd floor,30,#SPLUSB63E15
SH3120D,Solomon Mahlangu House 3rd floor,30,#SPLUSB63E17
SH3103,Solomon Mahlangu House 3rd floor,30,#SPLUSB63E1A
SH3105,Solomon Mahlangu House 3rd floor,30,#SPLUSB63E1C
SH3104,Solomon Mahlangu House 3rd floor,30,#SPLUSB63E1E
SH3120D,Solomon Mahlangu House 3rd floor,30,#SPLUSB63E20
SHBB,Solomon Mahlangu House B1,30,#SPLUSB63DF4
CB41,Robert Sobukwe Building Ground floor,30,#SPLUSB63DF8
CB47,Robert Sobukwe Building Ground floor,30,#SPLUSB63DF1
SHBC,Solomon Mahlangu House B1,30,#SPLUSB63E00
SH3124,Solomon Mahlangu House 3rd floor,30,#SPLUSB63E04
SH3104,Solomon Mahlangu House 3rd floor,30,#SPLUSB63E06
SH3120D,Solomon Mahlangu House 3rd floor,30,#SPLUSB63E08
SH3103,Solomon Mahlangu House 3rd floor,30,#SPLUSB63E0A
SH3105,Solomon Mahlangu House 3rd floor,30,#SPLUSB63E0C
CB47,Robert Sobukwe Building Ground floor,30,#SPLUSB63DFE
CB47,Robert Sobukwe Building Ground floor,30,#SPLUSB63DFC
SHBB,Solomon Mahlangu House B1,25,#SPLUSB63DDF
SHBB,Solomon Mahlangu House B1,30,#SPLUSB63DE1
SHBA,Solomon Mahlangu House B1,30,#SPLUSB63DDB
SHBB,Solomon Mahlangu House B1,30,#SPLUSB63DE7
CB129,Robert Sobukwe Building 1st floor,30,#SPLUSB63DE9
CB256,Robert Sobukwe Building 2nd floor,30,#SPLUSB63DEB
CB227,Robert Sobukwe Building 2nd floor,30,#SPLUSB63DED
CB253,Robert Sobukwe Building 2nd floor,30,#SPLUSB63DEF
SHBB,Solomon Mahlangu House B1,25,#SPLUSB63DE5
SHBB,Solomon Mahlangu House B1,30,#SPLUSB63DE3
B14,Biology Building,30,#SPLUS274BAA
B14,Biology Building,30,#SPLUS274BAC
B14,Biology Building,30,#SPLUS274BAE
B14,Biology Building,30,#SPLUS274BB5
B14,Biology Building,30,#SPLUS274BB7
B14,Biology Building,30,#SPLUS274BB3
CLM26,CLM Building,30,#SPLUSDBFBE0
OGS3,Old Grand Stand Building,30,#SPLUSDBFBE2
CLM25,CLM Building,30,#SPLUSDBFBE4
OGS2,Old Grand Stand Building,30,#SPLUSDBFBE6
MPB4,DJ Du Plessie Building,30,#SPLUSDBFBE8
WSS206,Wits Science Stadium,30,#SPLUSDBFBEA
WSS204,Wits Science Stadium,30,#SPLUSDBFBEC
MPB2,DJ Du Plessie Building,30,#SPLUSDBFBEE
FNB123,First National Bank Building,30,#SPLUSB63D90
FNB121,First National Bank Building,30,#SPLUSB63D92
OGS3,Old Grand Stand Building,30,#SPLUSB63D94
FNB153,First National Bank Building,30,#SPLUSB63D96
FNB119,First National Bank Building,30,#SPLUSB63D98
FNB115,First National Bank Building,30,#SPLUSB63D9A
OGS2,Old Grand Stand Building,30,#SPLUSB63D9C
FNB103,First National Bank Building,30,#SPLUSB63D9E
FNB157,First National Bank Building,30,#SPLUSB63DA0
MPB1,DJ Du Plessie Building,30,#SPLUSC5FF39
MPB4,DJ Du Plessie Building,30,#SPLUSC5FF3B
CLM25,CLM Building,30,#SPLUSC5FF3D
CLM24,CLM Building,30,#SPLUSC5FF3F
MPB2,DJ Du Plessie Building,30,#SPLUSC5FF41
CB226,Robert Sobukwe Building 2nd floor,25,#SPLUSA92637
CB47,Robert Sobukwe Building Ground floor,25,#SPLUSA92639
CB223,Robert Sobukwe Building 2nd floor,25,#SPLUSA9263B
CB41,Robert Sobukwe Building Ground floor,25,#SPLUSA9263D
CB227,Robert Sobukwe Building 2nd floor,25,#SPLUSA9263F
SH3104,Solomon Mahlangu House 3rd floor,30,#SPLUSDD2B6E
SH1126 PURPLE ROOM,Senate House 1st floor,30,#SPLUSDD2B72
CB127,Robert Sobukwe Building 1st floor,25,#SPLUSDD2B70
A3,John Moffat Building,30,#SPLUSDD2B74
SH2143,Solomon Mahlangu House 2nd floor,30,#SPLUSDD2B76
SH1126 PURPLE ROOM,Senate House 1st floor,30,#SPLUSDD2B78
CB223,Robert Sobukwe Building 2nd floor,25,#SPLUSA922F9
CB246,Robert Sobukwe Building 2nd floor,25,#SPLUSA922FB
CB226,Robert Sobukwe Building 2nd floor,25,#SPLUSA922FD
CB41,Robert Sobukwe Building Ground floor,25,#SPLUSA922FF
CB256,Robert Sobukwe Building 2nd floor,25,#SPLUSA92631
CB246,Robert Sobukwe Building 2nd floor,25,#SPLUSA92633
CB226,Robert Sobukwe Building 2nd floor,25,#SPLUSA92635
CB47,Robert Sobukwe Building Ground floor,25,#SPLUSA92641
CB41,Robert Sobukwe Building Ground floor,25,#SPLUSA92643
CB246,Robert Sobukwe Building 2nd floor,25,#SPLUSA9265A
CB226,Robert Sobukwe Building 2nd floor,25,#SPLUSA9265C
CB41,Robert Sobukwe Building Ground floor,25,#SPLUSA9265E
CB47,Robert Sobukwe Building Ground floor,25,#SPLUSA92660
CB129,Robert Sobukwe Building 1st floor,25,#SPLUSA92664
CB246,Robert Sobukwe Building 2nd floor,25,#SPLUSA92666
CB47,Robert Sobukwe Building Ground floor,25,#SPLUSC3671D
CB127,Robert Sobukwe Building 1st floor,25,#SPLUSC3671B
CB246,Robert Sobukwe Building 2nd floor,25,#SPLUSA9264B
CB226,Robert Sobukwe Building 2nd floor,25,#SPLUSA9264D
CB41,Robert Sobukwe Building Ground floor,25,#SPLUSA9264F
CB47,Robert Sobukwe Building Ground floor,25,#SPLUSA92651
CB47,Robert Sobukwe Building Ground floor,25,#SPLUSA92653
CB246,Robert Sobukwe Building 2nd floor,25,#SPLUSA92655
CB227,Robert Sobukwe Building 2nd floor,25,#SPLUSB63E2E
CB227,Robert Sobukwe Building 2nd floor,25,#SPLUSB63E36
CB149,Robert Sobukwe Building 1st floor,25,#SPLUSB63E38
CB253,Robert Sobukwe Building 2nd floor,25,#SPLUSB63E3A
CB227,Robert Sobukwe Building 2nd floor,25,#SPLUSB63E30
SH2114,Solomon Mahlangu House 2nd floor,25,#SPLUSDD2AD3
SH2116,Solomon Mahlangu House 2nd Floor,25,#SPLUSDD2AD5
CB256,Robert Sobukwe Building 2nd floor,25,#SPLUSB63E3E
CB253,Robert Sobukwe Building 2nd floor,25,#SPLUSB63E40
SH1126 PURPLE ROOM,Senate House 1st floor,30,#SPLUSDD2AD7
U4,Umthombo Building,30,#SPLUSDD2AD9
CB256,Robert Sobukwe Building 2nd floor,25,#SPLUSB63E3C
CB230,Robert Sobukwe Building 2nd floor,25,#SPLUSDD2AC7
CB223,Robert Sobukwe Building 2nd floor,25,#SPLUSDD2AC9
CB230,Robert Sobukwe Building 2nd floor,25,#SPLUSB63E44
CB253,Robert Sobukwe Building 2nd floor,25,#SPLUSB63E42
SHBA,Solomon Mahlangu House B1,30,#SPLUSDD2ACF
U4,Umthombo Building,30,#SPLUSDD2AD1
CB256,Robert Sobukwe Building 2nd floor,25,#SPLUSB63E46
CB256,Robert Sobukwe Building 2nd floor,45,#SPLUSB63E25
CB253,Robert Sobukwe Building 2nd floor,45,#SPLUSB63E27
CB230,Robert Sobukwe Building 2nd floor,45,#SPLUSB63E29
CB253,Robert Sobukwe Building 2nd floor,40,#SPLUSFA5564
SH3105,Solomon Mahlangu House 3rd floor,30,#SPLUS38C598
CB230,Robert Sobukwe Building 2nd floor,50,#SPLUSC60165
SH1126 PURPLE ROOM,Senate House 1st floor,30,#SPLUSDD2ACB
FNB35,First National Bank Building,150,#SPLUSDBFDF0
FNB33,First National Bank Building,150,#SPLUSDBFDF2
FNB36,First National Bank Building,140,#SPLUSDBFDF6
LB145,Law Building,100,#SPLUSDBFDF8
U3,Umthombo Building,150,#SPLUSDBFDFA
U2,Umthombo Building,150,#SPLUSDBFDFC
CM4,CoM Building,30,#SPLUSDBFE10
SH2143,Solomon Mahlangu House 2nd floor,30,#SPLUSDBFE12
CM5,CoM Building,30,#SPLUSDBFE14
NCB151,New Commerce Building,30,#SPLUSDBFE16
SHBA,Solomon Mahlangu House B1,30,#SPLUSDBFE18
LB54,Law Building,30,#SPLUSDBFDFE
G202,Geo Sciences Building,30,#SPLUSDBFE00
SH3103,Solomon Mahlangu House 3rd floor,30,#SPLUSDBFE04
SH3120A,Solomon Mahlangu House 3rd floor,30,#SPLUSDBFE06
CB226,Robert Sobukwe Building 2nd floor,30,#SPLUSDBFE08
SH3104,Solomon Mahlangu House 3rd floor,30,#SPLUSDBFE0A
SH3105,Solomon Mahlangu House 3rd floor,30,#SPLUSDBFE0C
FNB47,First National Bank Building,152,#SPLUS06FD94
FNB45,First National Bank Building,152,#SPLUS06FD96
P115,Physics Building,152,#SPLUS06FD98
NCB4,New Commerce Building,152,#SPLUS06FD9A
WSS3,Wits Science Stadium,152,#SPLUS06FD9C
WSS122,Wits Science Stadium,30,10814-1
WSS202,Wits Science Stadium,30,#SPLUS06FD9E
WSS113,Wits Science Stadium,30,#SPLUS06FDA0
WSS204,Wits Science Stadium,30,#SPLUS06FDA2
WSS114,Wits Science Stadium,30,#SPLUS06FDA4
WSS206,Wits Science Stadium,30,#SPLUS06FDA6
WSS121,Wits Science Stadium,30,#SPLUS06FDA8
WSS112,Wits Science Stadium,30,#SPLUS06FDAA
WSS102,Wits Science Stadium,30,#SPLUS06FDAC
MPB4,DJ Du Plessie Building,35,#SPLUSDBFBF0
WSS101 (Bateman Room),Wits Science Stadium,35,#SPLUSDBFBF2
WSS104 (Esorfranki Room),Wits Science Stadium,35,#SPLUSDBFBF4
CLM38,CLM Building,35,#SPLUSDBFBF6
LB54,Law Building,35,#SPLUSDBFBF8
FNB149,First National Bank Building,35,#SPLUSDBFBFA
LB55,Law Building,35,#SPLUSDBFBFC
FNB151,First National Bank Building,35,#SPLUSDBFBFE
CM4,CoM Building,45,#SPLUSDBFC00
WSS101 (Bateman Room),Wits Science Stadium,45,#SPLUSDBFC02
LB55,Law Building,40,#SPLUSDBFC04
LB54,Law Building,40,#SPLUSDBFC08
NCB151,New Commerce Building,40,#SPLUSDBFC0A
GH301,Gate House Building,45,#SPLUSDBFC0C
WSS201,Wits Science Stadium,45,#SPLUSDBFC0E
OGS1,Old Grand Stand Building,120,#SPLUSCE16AE
FNBGA,First National Bank Building,120,#SPLUSCE16C5
CLM102,CLM Building,120,#SPLUSCE16BF
OGS1,Old Grand Stand Building,120,#SPLUSCE16C3
OGS4,Old Grand Stand Building,120,#SPLUSCE16C1
SH2143,Solomon Mahlangu House 2nd floor,40,#SPLUSE245ED
SHBA,Solomon Mahlangu House B1,40,#SPLUSE245EF
NCB144,New Commerce Building,40,#SPLUSE245DD
NCB149,New Commerce Building,40,#SPLUSE245DF
NCB144,New Commerce Building,40,#SPLUSE245E9
NCB149,New Commerce Building,40,#SPLUSE245EB
NCB144,New Commerce Building,40,#SPLUSE245F1
NCB149,New Commerce Building,40,#SPLUSE245F3
SHBA,Solomon Mahlangu House B1,40,#SPLUSE245CA
CB149,Robert Sobukwe Building 1st floor,40,#SPLUSE245CC
NCB144,New Commerce Building,40,#SPLUSE245E3
NCB143,New Commerce Building,40,#SPLUSE245E5
U1,Umthombo Building,250,#SPLUSE245BE
A1,John Moffat Building,250,#SPLUSE245C0
MPB4,DJ Du Plessie Building,30,#SPLUSE245C2
CLM24,CLM Building,30,#SPLUSE245C4
MPB2,DJ Du Plessie Building,30,#SPLUSE245C6
CLM26,CLM Building,30,#SPLUSE245C8
CLM26,CLM Building,30,#SPLUSE245D2
FNB123,First National Bank Building,30,#SPLUSE245D4
FNB161,First National Bank Building,30,#SPLUSE245D6
FNB125,First National Bank Building,30,#SPLUSE245D8
U3,Umthombo Building,138,#SPLUSDBFC16
SHB4,Solomon Mahlangu House B1,138,#SPLUSDBFC18
CLM102,CLM Building,138,#SPLUSDBFC1A
U2,Umthombo Building,138,#SPLUSDBFC10
U3,Umthombo Building,138,#SPLUSDBFC12
SHB4,Solomon Mahlangu House B1,138,#SPLUSDBFC14
WSS205,Wits Science Stadium,35,#SPLUSDBFC1E
LB55,Law Building,35,#SPLUSDBFC20
WSS203,Wits Science Stadium,35,#SPLUSDBFC22
WSS104 (Esorfranki Room),Wits Science Stadium,35,#SPLUSDBFC24
WSS107,Wits Science Stadium,35,#SPLUSDBFC26
WSS106,Wits Science Stadium,35,#SPLUSDBFC28
WSS105,Wits Science Stadium,35,#SPLUSDBFC2A
WSS207,Wits Science Stadium,35,#SPLUSDBFC2C
WSS102,Wits Science Stadium,35,#SPLUSDBFC2E
WSS103,Wits Science Stadium,35,#SPLUSDBFC30
WSS202,Wits Science Stadium,35,#SPLUSDBFC32
LB54,Law Building,35,#SPLUSDBFC34
LB55,Law Building,35,#SPLUSDBFC36
WSS207,Wits Science Stadium,35,#SPLUSDBFC38
WSS202,Wits Science Stadium,35,#SPLUSDBFC3A
WSS203,Wits Science Stadium,35,#SPLUSDBFC3C
WSS102,Wits Science Stadium,35,#SPLUSDBFC3E
WSS206,Wits Science Stadium,30,#SPLUSDBFC40
MPB2,DJ Du Plessie Building,30,#SPLUSDBFC42
WSS113,Wits Science Stadium,30,#SPLUSDBFC44
WSS122,Wits Science Stadium,30,#SPLUSDBFC46
WSS121,Wits Science Stadium,30,#SPLUSDBFC48
WSS114,Wits Science Stadium,30,#SPLUSDBFC4A
CB38,Robert Sobukwe Building Ground floor,200,#SPLUS2B4DFB
P115,Physics Building,234,#SPLUSE245A4
NCB2,New Commerce Building,234,#SPLUSE2459A
FNB102,First National Bank Building,234,#SPLUS2B4DFF
WSS4,Wits Science Stadium,234,#SPLUS2B4E01
WSS2,Wits Science Stadium,234,#SPLUS2B4E03
NCB149,New Commerce Building,30,#SPLUSE245A6
NCB144,New Commerce Building,30,#SPLUSE245A8
NCB143,New Commerce Building,30,#SPLUSE245AA
NCB151,New Commerce Building,30,#SPLUSE245AC
NCB148,New Commerce Building,30,#SPLUSE245AE
FNB113,First National Bank Building,30,#SPLUSE245B0
MPB2,DJ Du Plessie Building,30,#SPLUSE245B2
MPB4,DJ Du Plessie Building,30,#SPLUSE245B4
CLM24,CLM Building,30,#SPLUSE245B6
CLM26,CLM Building,30,#SPLUSE245B8
CLM25,CLM Building,30,#SPLUSE245BA
OGS2,Old Grand Stand Building,30,#SPLUSE245BC
FNB47,First National Bank Building,200,#SPLUSDBFC4C
FNB5,First National Bank Building,200,#SPLUSDBFC4E
OLS3,Oppenheimer Life Sciences,100,#SPLUSDBFC50
OGS1,Old Grand Stand Building,100,#SPLUSDBFC52
U11,Umthombo Building,100,#SPLUS529240
OGS3,Old Grand Stand Building,30,#SPLUSDBFC54
WSS206,Wits Science Stadium,30,#SPLUSDBFC56
WSS202,Wits Science Stadium,35,#SPLUSDBFC58
FNB103,First National Bank Building,30,#SPLUSDBFC5A
CB47,Robert Sobukwe Building Ground floor,30,#SPLUSDBFC5C
FNB125,First National Bank Building,30,#SPLUSDBFC5E
WSS112,Wits Science Stadium,30,#SPLUSDBFC60
WSS204,Wits Science Stadium,30,#SPLUSDBFC62
OGS2,Old Grand Stand Building,30,#SPLUSDBFC64
G202,Geo Sciences Building,30,#SPLUSDBFC66
WSS121,Wits Science Stadium,30,#SPLUSDBFC68
WSS122,Wits Science Stadium,30,#SPLUSDBFC6A
WSS102,Wits Science Stadium,35,#SPLUSDBFC6C
CB246,Robert Sobukwe Building 2nd floor,30,#SPLUSDBFC6E
WSS113,Wits Science Stadium,30,#SPLUSDBFC7E
WSS114,Wits Science Stadium,30,#SPLUSDBFC80
MPB2,DJ Du Plessie Building,30,#SPLUSDBFC82
WSS112,Wits Science Stadium,30,#SPLUSDBFC84
G202,Geo Sciences Building,30,#SPLUSDBFC86
WSS102,Wits Science Stadium,30,#SPLUSDBFC88
MPB1,DJ Du Plessie Building,30,#SPLUSDBFC8A
NCB143,New Commerce Building,30,#SPLUSDBFC8C
WSS201,Wits Science Stadium,30,#SPLUSDBFC8E
WSS203,Wits Science Stadium,30,#SPLUSDBFC90
SH3120A,Solomon Mahlangu House 3rd floor,30,#SPLUSDBFC92
CLM38,CLM Building,30,#SPLUSDBFC94
SH2143,Solomon Mahlangu House 2nd floor,30,#SPLUSDBFC98
CB149,Robert Sobukwe Building 1st floor,30,#SPLUSDBFCD3
CB253,Robert Sobukwe Building 2nd floor,30,#SPLUSDBFCD5
CB226,Robert Sobukwe Building 2nd floor,30,#SPLUSDBFCD9
SHBA,Solomon Mahlangu House B1,30,#SPLUSDBFCDB
SH2143,Solomon Mahlangu House 2nd floor,30,#SPLUSDBFCDD
WSS121,Wits Science Stadium,30,#SPLUSDBFCAD
SH3104,Solomon Mahlangu House 3rd floor,30,#SPLUSDBFCB0
SH3103,Solomon Mahlangu House 3rd floor,30,#SPLUSDBFCB2
FNB113,First National Bank Building,30,#SPLUSDBFCB4
WSS114,Wits Science Stadium,30,#SPLUSDBFCB6
WSS112,Wits Science Stadium,30,#SPLUSDBFCB8
WSS113,Wits Science Stadium,30,#SPLUSDBFCBA
WSS206,Wits Science Stadium,30,#SPLUSDBFCC3
WSS122,Wits Science Stadium,30,#SPLUSDBFCC5
WSS113,Wits Science Stadium,30,#SPLUSDBFCC7
WSS121,Wits Science Stadium,30,#SPLUSDBFCC9
FNB161,First National Bank Building,30,#SPLUSDBFCCB
WSS204,Wits Science Stadium,30,#SPLUSDBFCCD
FNB159,First National Bank Building,30,#SPLUSDBFCCF
SH3124,Solomon Mahlangu House 3rd floor,30,#SPLUSDBFC70
OGS2,Old Grand Stand Building,30,#SPLUSDBFC72
WSS204,Wits Science Stadium,30,#SPLUSDBFC74
G202,Geo Sciences Building,30,#SPLUSDBFC76
FNB103,First National Bank Building,30,#SPLUSDBFC78
OGS3,Old Grand Stand Building,30,#SPLUSDBFC7A
SH3120D,Solomon Mahlangu House 3rd floor,30,#SPLUSDBFC7C
WSS202,Wits Science Stadium,30,#SPLUSDBFC9B
WSS203,Wits Science Stadium,30,#SPLUSDBFC9E
CB230,Robert Sobukwe Building 2nd floor,30,#SPLUSDBFCA0
SH2143,Solomon Mahlangu House 2nd floor,30,#SPLUSDBFCA2
CB149,Robert Sobukwe Building 1st floor,30,#SPLUSDBFCA4
CB227,Robert Sobukwe Building 2nd floor,30,#SPLUSDBFCA8
FNB45,First National Bank Building,163,#SPLUSDBFCE7
P114,Physics Building,163,#SPLUSDBFCE9
FNB45,First National Bank Building,163,#SPLUSDBFCEB
FNB5,First National Bank Building,163,#SPLUSDBFCED
SH3120D,Solomon Mahlangu House 3rd floor,30,#SPLUSDBFCEF
CB129,Robert Sobukwe Building 1st floor,30,#SPLUSDBFCF1
LB54,Law Building,30,#SPLUSDBFCF3
NCB144,New Commerce Building,30,#SPLUSDBFCF5
G202,Geo Sciences Building,30,#SPLUSDBFCF7
CB223,Robert Sobukwe Building 2nd floor,30,#SPLUSDBFCF9
GH301,Gate House Building,30,#SPLUSDBFCFB
LB55,Law Building,30,#SPLUSDBFCFD
WSS204,Wits Science Stadium,30,#SPLUSDBFD03
WSS122,Wits Science Stadium,30,#SPLUSDBFD05
WSS206,Wits Science Stadium,30,#SPLUSDBFD07
OGS2,Old Grand Stand Building,30,#SPLUSDBFD09
WSS121,Wits Science Stadium,30,#SPLUSDBFD0B
G202,Geo Sciences Building,30,#SPLUSDBFD0D
WSS112,Wits Science Stadium,30,#SPLUSDBFD0F
WSS113,Wits Science Stadium,30,#SPLUSDBFD11
WSS114,Wits Science Stadium,30,#SPLUSDBFD13
